,race,count_s,count_hotkey50,count_hotkey40,count_hotkey52,count_hotkey42,count_hotkey10,count_hotkey12,count_hotkey20,count_hotkey22,count_hotkey30,count_hotkey60,count_hotkey62,count_hotkey32,count_Base,count_hotkey70,count_hotkey72,count_hotkey00,count_hotkey90,count_hotkey80,count_SingleMineral,count_hotkey02,count_hotkey82,count_hotkey92,count_hotkey91,count_hotkey01,count_hotkey41,count_hotkey21,count_hotkey71,count_hotkey81,count_hotkey61,count_hotkey11,count_hotkey51,count_hotkey31,first_time_s,first_time_hotkey50,first_time_hotkey40,first_time_hotkey52,first_time_hotkey42,first_time_hotkey10,first_time_hotkey12,first_time_hotkey20,first_time_hotkey22,first_time_hotkey30,first_time_hotkey60,first_time_hotkey62,first_time_hotkey32,first_time_Base,first_time_hotkey70,first_time_hotkey72,first_time_hotkey00,first_time_hotkey90,first_time_hotkey80,first_time_SingleMineral,first_time_hotkey02,first_time_hotkey82,first_time_hotkey92,first_time_hotkey91,first_time_hotkey01,first_time_hotkey41,first_time_hotkey21,first_time_hotkey71,first_time_hotkey81,first_time_hotkey61,first_time_hotkey11,first_time_hotkey51,first_time_hotkey31,relative_line_position,avg_micro_apm,max_ap5s
464,0,11,0,1,0,0,37,0,427,5,0,25,4,0,463,6,0,301,4,0,157,1,0,0,1,0,0,1,0,0,1,0,0,439,0,7000,0,6999,7000,0,7000,10,0,7000,255,0,7000,5,0,7000,50,0,7000,175,0,7000,7000,0,7000,6999,0,6999,7000,0,6999,7000,0,0,2180,26
465,2,12,0,0,0,0,3,45,242,1,0,31,2,1,125,1,0,823,1,0,576,1,0,4,0,0,0,2,0,138,0,0,0,811,150,7000,7000,6999,7000,185,425,215,70,7000,75,0,670,5,0,7000,5,125,7000,125,515,7000,615,7000,7000,6999,155,6999,155,7000,6999,7000,0,0,3058,32
466,2,32,0,0,7,483,33,29,904,14,12,555,2,3,209,0,0,0,3,0,1301,1,0,1152,2,0,31,0,0,0,0,0,0,1565,125,7000,7000,124,125,0,435,240,0,415,5,55,1290,55,7000,7000,7000,0,7000,5,110,7000,115,110,7000,339,7000,6999,7000,7000,6999,7000,0,0,3516,33
467,0,21,2,0,0,0,40,0,158,16,0,54,1,0,184,3,0,104,3,0,26,1,0,38,13,0,3,4,0,1,0,0,0,630,0,175,7000,6999,7000,305,7000,305,25,7000,55,0,7000,10,100,7000,105,235,7000,270,245,7000,250,305,7000,484,165,6999,165,7000,6999,7000,0,0,1867,18
468,1,0,5,1,0,0,1,0,548,77,0,666,30,0,240,7,0,713,9,0,157,9,0,98,3,0,43,2,0,3,2,0,5,841,7000,485,0,6999,7000,0,7000,5,0,7000,50,0,7000,50,0,7000,120,0,7000,180,0,7000,270,0,7000,544,0,6999,590,0,6999,590,0,0,3445,35
469,0,6,1,1,0,0,26,0,224,9,0,49,2,0,382,7,0,275,3,0,100,1,0,0,1,0,0,1,0,0,1,0,0,240,0,5,0,6999,7000,0,7000,10,0,7000,330,0,7000,5,0,7000,65,0,7000,160,0,7000,7000,0,7000,6999,0,6999,7000,0,6999,7000,0,0,2289,25
470,0,100,1,2,0,22,21,0,305,16,0,105,3,0,87,1,0,280,4,0,500,1,0,17,1,0,20,0,0,0,1,0,0,442,0,30,5,6999,355,0,7000,0,0,7000,0,5,7000,55,5,7000,105,100,7000,105,170,7000,170,330,7000,394,7000,6999,7000,230,6999,7000,0,0,2685,37
471,0,57,1,3,0,15,1,0,120,7,0,685,2,0,25,1,0,72,1,0,9,45,39,773,22,0,180,3,0,428,1,0,6,489,0,710,295,6999,405,205,7000,210,135,7000,150,440,7000,530,340,7000,370,455,7000,510,10,495,10,45,7000,44,0,6999,10,440,6999,455,0,0,2759,32
472,1,0,4,0,0,0,81,0,800,44,0,372,7,0,1412,4,0,905,1,0,94,2,0,586,1,0,50,1,0,49,0,0,0,882,7000,125,7000,6999,7000,15,7000,55,105,7000,200,55,7000,55,230,7000,250,540,7000,540,0,7000,0,225,7000,229,315,6999,315,7000,6999,7000,0,0,3349,41
473,0,162,1,1,0,7,49,0,322,17,0,314,1,0,420,5,0,353,1,0,29,3,0,51,0,0,0,3,0,59,2,0,7,679,0,35,0,6999,345,0,7000,5,0,7000,115,0,7000,5,100,7000,100,330,7000,345,165,7000,215,7000,7000,6999,0,6999,325,0,6999,345,0,0,2457,27
474,0,66,5,5,0,41,63,0,350,37,0,185,1,0,401,5,0,255,4,0,114,3,0,18,1,0,0,0,0,0,4,0,0,673,0,45,5,6999,790,95,7000,160,145,7000,150,5,7000,35,115,7000,120,175,7000,210,315,7000,315,315,7000,6999,7000,6999,7000,625,6999,7000,0,0,1546,20
475,2,10,0,0,3,201,63,0,222,29,0,279,1,0,122,2,0,174,1,0,675,1,0,335,2,0,71,1,0,2,0,0,0,880,150,7000,7000,4,150,180,7000,180,205,7000,205,30,7000,30,0,7000,0,0,7000,0,135,7000,145,115,7000,114,115,6999,570,7000,6999,7000,0,0,3689,29
476,0,6,2,0,0,0,55,0,424,13,0,323,3,0,331,8,0,13,3,0,433,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,7000,6999,7000,0,7000,50,0,7000,0,0,7000,0,0,7000,300,0,7000,10,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2158,35
477,0,4,0,1,0,0,34,0,395,5,0,28,2,0,465,6,0,311,3,0,148,1,0,0,1,0,0,1,0,0,1,0,0,444,0,7000,0,6999,7000,0,7000,15,0,7000,270,0,7000,10,0,7000,50,0,7000,150,0,7000,7000,0,7000,6999,0,6999,7000,0,6999,7000,0,0,2276,29
478,0,16,3,0,0,0,62,0,298,2,0,355,3,0,47,4,0,38,4,0,112,2,0,66,2,0,70,1,0,44,0,0,0,634,0,460,7000,6999,7000,45,7000,50,0,7000,5,480,7000,480,0,7000,315,100,7000,105,255,7000,270,165,7000,214,260,6999,275,7000,6999,7000,0,0,1637,16
479,1,0,29,1,0,18,3,0,558,0,0,0,20,0,267,10,0,91,0,0,0,0,0,0,2,0,8,6,0,341,1,0,73,397,7000,0,600,6999,630,0,7000,0,7000,7000,7000,155,7000,160,45,7000,45,7000,7000,7000,7000,7000,7000,480,7000,704,95,6999,95,295,6999,300,0,0,2089,22
480,1,0,5,3,0,44,28,1,454,13,0,64,9,1,473,1,0,2,1,0,160,3,0,101,1,0,59,2,0,22,1,0,17,519,7000,30,5,6999,375,5,1015,75,5,7000,205,5,715,5,5,7000,260,95,7000,95,315,7000,330,355,7000,384,5,6999,400,5,6999,400,0,0,2060,32
481,1,3,60,1,0,0,59,0,438,8,0,116,15,0,455,8,0,490,2,0,29,5,0,102,0,0,0,1,0,6,1,0,0,1106,230,10,0,6999,7000,20,7000,20,1035,7000,1040,0,7000,5,95,7000,95,485,7000,565,240,7000,285,7000,7000,6999,680,6999,735,240,6999,7000,0,0,2002,36
482,0,20,3,0,0,0,1,0,443,29,0,573,4,0,372,6,0,88,2,0,152,3,0,53,1,0,31,0,0,0,0,0,0,505,0,15,7000,6999,7000,0,7000,5,0,7000,5,5,7000,5,140,7000,140,245,7000,250,30,7000,375,350,7000,354,7000,6999,7000,7000,6999,7000,0,0,2304,34
483,2,17,1,0,0,0,9,4,129,2,0,115,2,1,270,5,0,29,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,287,125,390,7000,6999,7000,105,175,105,0,7000,5,0,125,5,55,7000,55,7000,7000,7000,5,7000,7000,5,7000,6999,5,6999,7000,5,6999,7000,0,0,1947,28
484,1,0,4,0,0,0,24,1,395,10,0,53,3,0,418,3,0,267,1,0,47,0,0,0,1,0,0,2,0,1,0,0,0,353,7000,100,7000,6999,7000,0,480,55,270,7000,270,0,7000,0,95,7000,100,305,7000,310,7000,7000,7000,565,7000,6999,240,6999,345,7000,6999,7000,0,0,2541,28
485,2,32,3,0,0,0,129,0,1093,95,0,641,8,0,36,6,0,1808,2,0,120,3,0,135,4,0,84,1,0,0,0,0,0,1812,155,590,7000,6999,7000,0,7000,0,5,7000,5,30,7000,30,0,7000,0,0,7000,55,55,7000,65,225,7000,229,1535,6999,7000,7000,6999,7000,0,0,3744,38
486,0,98,0,4,0,44,64,4,367,15,0,138,3,0,12,8,1,186,3,0,34,4,0,157,2,0,18,1,0,0,1,0,0,687,0,7000,0,6999,450,0,460,5,0,7000,35,0,7000,35,0,210,40,5,7000,260,5,7000,210,5,7000,1184,15,6999,7000,5,6999,7000,0,0,1457,19
487,0,18,0,2,0,56,37,0,254,12,0,172,6,0,283,3,0,261,0,0,0,0,0,0,0,0,0,2,0,20,1,0,6,462,0,7000,320,6999,345,45,7000,45,165,7000,170,0,7000,5,100,7000,105,7000,7000,7000,7000,7000,7000,7000,7000,6999,450,6999,470,775,6999,815,0,0,1495,17
488,0,3,3,0,0,0,9,37,666,4,10,341,2,6,335,1,0,96,1,1,672,1,0,49,1,0,0,1,0,1,2,0,0,483,0,20,7000,6999,7000,15,320,15,295,380,300,45,310,45,600,7000,640,0,585,15,255,7000,315,1015,7000,6999,295,6999,800,195,6999,7000,0,0,2468,34
489,0,34,0,1,0,0,1,0,437,33,0,472,6,0,197,2,0,19,1,1,11,0,0,0,0,0,0,0,0,0,1,0,0,337,0,7000,0,6999,7000,0,7000,5,5,7000,10,55,7000,105,160,7000,165,0,225,300,7000,7000,7000,7000,7000,6999,7000,6999,7000,0,6999,7000,0,0,2721,23
490,2,21,0,0,0,0,8,33,210,2,0,109,1,0,11,2,1,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,155,7000,7000,6999,7000,180,335,205,0,7000,15,55,7000,60,0,315,15,7000,7000,7000,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2337,24
491,0,6,0,2,0,32,42,0,547,13,0,644,6,0,87,3,0,626,4,0,1233,1,0,522,1,0,243,2,0,1,0,0,0,416,0,7000,5,6999,305,0,7000,0,95,7000,95,50,7000,50,0,7000,0,100,7000,100,5,7000,220,220,7000,219,825,6999,1085,7000,6999,7000,0,0,3799,38
492,2,35,0,2,0,8,29,40,703,18,19,1414,2,0,6,2,0,2,1,6,1535,1,0,3,1,0,2,0,0,0,0,0,0,1920,130,7000,575,6999,695,225,240,225,0,380,5,55,7000,60,155,7000,155,0,130,5,115,7000,125,350,7000,364,7000,6999,7000,7000,6999,7000,0,0,4332,42
493,2,13,0,0,0,0,13,0,219,5,1,71,1,0,0,0,0,0,2,0,300,2,0,0,0,0,0,0,0,0,0,0,0,349,0,7000,7000,6999,7000,0,7000,5,5,200,55,5,7000,7000,7000,7000,7000,5,7000,20,5,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,3106,45
494,0,8,0,1,0,27,79,0,1618,20,0,111,12,0,689,5,0,858,0,0,0,0,0,0,0,0,0,7,0,59,2,0,20,611,0,7000,615,6999,660,5,7000,5,260,7000,260,50,7000,55,0,7000,0,7000,7000,7000,7000,7000,7000,7000,7000,6999,290,6999,300,305,6999,330,0,0,2722,84
495,0,6,3,0,0,0,40,1,357,6,0,40,5,0,441,1,1,823,2,0,13,2,0,10,0,0,0,0,0,0,0,0,0,440,0,40,7000,6999,7000,0,520,0,165,7000,165,45,7000,45,0,320,0,205,7000,210,175,7000,840,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2618,26
496,0,158,1,1,0,50,27,0,236,16,0,227,1,0,277,7,0,151,2,0,90,1,0,28,0,0,0,3,0,46,2,0,50,570,0,190,0,6999,270,0,7000,30,0,7000,295,0,7000,10,165,7000,170,355,7000,390,440,7000,475,7000,7000,6999,0,6999,270,0,6999,170,0,0,2484,32
497,1,0,0,3,0,28,1,0,502,38,1,242,26,0,109,7,0,263,5,0,10,1,0,0,2,0,1,2,0,7,2,0,13,432,7000,7000,0,6999,300,0,7000,10,0,305,30,0,7000,110,0,7000,60,0,7000,675,0,7000,7000,0,7000,534,0,6999,310,0,6999,375,0,0,2384,31
498,2,5,0,0,3,126,3,0,26,5,30,362,2,0,67,3,0,6,2,1,590,2,0,104,1,0,31,0,0,0,0,0,0,712,175,7000,7000,174,200,5,7000,260,0,470,20,5,7000,20,5,7000,110,5,215,10,145,7000,145,275,7000,284,7000,6999,7000,7000,6999,7000,0,0,2934,32
499,2,23,0,0,0,0,17,20,238,3,0,98,5,0,104,2,0,194,1,0,392,1,0,114,1,0,2,1,0,0,0,0,0,817,150,7000,7000,6999,7000,245,525,250,0,7000,15,0,7000,5,150,7000,150,0,7000,5,120,7000,125,360,7000,384,360,6999,7000,7000,6999,7000,0,0,2889,36
500,1,0,35,0,0,0,48,0,649,8,1,670,7,0,239,2,0,201,3,0,141,5,0,86,4,0,26,4,0,10,0,0,0,894,7000,20,7000,6999,7000,0,7000,0,0,150,0,85,7000,135,85,7000,180,85,7000,300,85,7000,325,85,7000,689,80,6999,715,7000,6999,7000,0,0,2789,39
501,2,56,1,0,0,0,74,0,242,30,0,131,2,0,11,5,0,167,1,0,187,2,0,118,2,0,40,2,0,1,0,0,0,1296,0,1075,7000,6999,7000,0,7000,5,5,7000,5,1135,7000,1135,5,7000,125,5,7000,10,5,7000,115,5,7000,199,560,6999,1120,7000,6999,7000,0,0,1616,25
502,0,12,1,1,1,16,16,46,1158,17,4,232,4,0,177,2,5,1099,1,6,159,1,0,60,1,0,0,0,0,0,3,0,23,840,0,0,440,989,440,100,375,100,215,830,220,50,7000,55,0,225,15,100,545,105,310,7000,370,1470,7000,6999,7000,6999,7000,250,6999,260,0,0,2243,34
503,1,0,136,1,0,0,33,0,491,21,0,229,3,0,642,7,0,650,2,0,34,4,0,71,0,0,0,1,0,8,1,0,0,920,7000,5,0,6999,7000,20,7000,20,200,7000,200,0,7000,0,110,7000,110,505,7000,520,270,7000,365,7000,7000,6999,595,6999,665,380,6999,7000,0,0,2635,42
504,1,0,3,1,0,0,1,0,653,72,0,550,18,0,216,1,0,264,3,0,433,1,0,157,1,0,14,3,0,42,2,0,30,710,7000,490,0,6999,7000,0,7000,0,5,7000,5,345,7000,350,110,7000,110,180,7000,180,275,7000,280,830,7000,829,0,6999,535,0,6999,510,0,0,2994,38
505,2,9,1,0,1,29,13,4,525,20,5,105,2,0,96,2,0,176,1,0,519,1,0,185,2,1,33,0,1,0,0,1,0,363,0,30,7000,129,430,0,585,0,0,360,0,30,7000,30,30,7000,30,0,7000,50,115,7000,115,540,130,134,7000,129,7000,7000,129,7000,0,0,3443,46
506,0,37,1,1,0,13,13,0,148,32,0,370,6,0,36,8,0,161,2,0,50,0,0,0,0,0,0,0,0,0,5,0,76,362,0,440,470,6999,510,10,7000,15,0,7000,5,170,7000,175,95,7000,105,200,7000,205,7000,7000,7000,7000,7000,6999,7000,6999,7000,0,6999,185,0,0,1880,20
507,1,1,5,0,0,0,16,0,422,1,0,67,3,0,637,4,0,522,3,0,126,1,0,11,1,0,5,2,0,0,0,0,0,643,910,325,7000,6999,7000,0,7000,50,520,7000,525,0,7000,0,95,7000,100,355,7000,355,615,7000,675,455,7000,609,215,6999,7000,7000,6999,7000,0,0,2730,33
508,2,6,0,0,0,0,18,5,102,3,0,0,3,0,65,6,0,292,3,0,597,3,0,373,1,0,24,1,0,0,0,0,0,618,165,7000,7000,6999,7000,110,530,130,110,7000,7000,325,7000,335,0,7000,5,0,7000,5,115,7000,135,170,7000,184,510,6999,7000,7000,6999,7000,0,0,2394,36
509,0,86,0,1,0,3,9,0,138,32,0,330,19,0,94,5,0,155,2,0,85,0,0,0,0,0,0,0,0,0,3,0,66,459,0,7000,435,6999,930,10,7000,15,0,7000,5,105,7000,160,95,7000,100,170,7000,170,7000,7000,7000,7000,7000,6999,7000,6999,7000,0,6999,285,0,0,1677,14
510,1,0,15,0,0,0,33,0,571,10,0,620,8,0,284,3,0,166,2,0,115,4,0,97,4,0,44,2,0,4,1,0,0,599,7000,35,7000,6999,7000,0,7000,0,0,7000,0,110,7000,130,75,7000,185,80,7000,330,80,7000,245,80,7000,259,80,6999,410,80,6999,7000,0,0,2988,33
511,1,0,0,1,0,0,31,0,137,1,0,327,3,0,680,3,0,428,1,0,8,0,0,0,0,0,0,1,1,11,2,0,0,277,7000,7000,5,6999,7000,0,7000,50,0,7000,0,0,7000,15,240,7000,240,325,7000,335,7000,7000,7000,7000,7000,6999,5,284,430,5,6999,7000,0,0,3463,35
512,0,11,2,0,0,0,111,0,338,7,0,102,5,0,601,5,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,485,7000,6999,7000,290,7000,340,40,7000,40,160,7000,160,0,7000,5,7000,7000,7000,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,1753,23
513,2,6,0,0,0,0,19,56,197,20,0,44,26,0,61,4,0,284,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,971,125,7000,7000,6999,7000,0,430,20,0,7000,20,0,7000,110,0,7000,0,345,7000,550,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,1819,35
514,0,3,0,2,0,25,37,0,735,10,0,378,6,0,65,7,0,212,3,0,55,1,0,112,2,0,116,4,0,13,2,0,4,559,0,7000,5,6999,260,0,7000,0,0,7000,5,0,7000,95,0,7000,50,0,7000,245,0,7000,300,0,7000,224,275,6999,405,410,6999,465,0,0,2883,41
515,1,0,156,1,0,0,62,0,598,16,0,232,1,0,456,10,0,660,2,0,21,2,0,88,0,0,0,1,0,9,1,0,0,1199,7000,5,0,6999,7000,20,7000,20,200,7000,200,0,7000,5,110,7000,115,530,7000,575,385,7000,430,7000,7000,6999,930,6999,995,385,6999,7000,0,0,2322,51
516,0,90,0,1,0,43,32,0,429,9,0,865,4,0,1070,2,0,117,2,0,0,2,0,0,2,0,0,2,0,0,2,0,36,708,0,7000,0,6999,30,45,7000,110,45,7000,175,45,7000,55,315,7000,935,315,7000,7000,315,7000,7000,315,7000,6999,315,6999,7000,0,6999,10,0,0,3513,40
517,1,0,1,1,2,55,16,22,293,26,5,44,1,0,266,3,0,241,1,0,66,2,0,25,2,1,21,1,0,51,1,0,78,386,7000,175,0,294,225,55,280,55,55,585,385,0,7000,0,95,7000,95,275,7000,275,0,7000,330,390,735,404,290,6999,295,225,6999,225,0,0,1968,26
518,2,14,0,0,0,0,38,10,92,4,0,0,0,0,0,4,0,261,1,0,788,4,0,465,1,0,51,1,0,0,0,0,0,664,130,7000,7000,6999,7000,280,295,280,280,7000,7000,7000,7000,7000,0,7000,5,5,7000,5,115,7000,125,130,7000,139,180,6999,7000,7000,6999,7000,0,0,3310,33
519,1,0,5,7,0,89,91,0,431,49,0,161,2,0,270,7,0,507,3,0,365,1,0,142,0,0,0,0,0,0,2,0,1,958,7000,515,0,6999,400,50,7000,60,0,7000,85,0,7000,5,90,7000,95,90,7000,250,330,7000,330,7000,7000,6999,7000,6999,7000,0,6999,1225,0,0,1990,25
520,1,0,2,1,0,1,113,0,192,23,0,263,1,0,111,7,0,286,2,0,123,4,0,47,2,2,37,1,0,1,2,0,14,716,7000,35,5,6999,955,0,7000,5,0,7000,5,0,7000,5,90,7000,90,270,7000,275,270,7000,370,0,240,379,885,6999,950,215,6999,400,0,0,1824,43
521,0,89,0,0,0,0,22,0,501,8,0,197,1,0,88,1,0,7,13,0,921,10,0,323,3,0,116,0,0,0,0,0,0,460,0,7000,7000,6999,7000,265,7000,300,30,7000,130,300,7000,305,485,7000,495,5,7000,70,5,7000,70,0,7000,14,7000,6999,7000,7000,6999,7000,0,0,2889,33
522,0,14,0,0,0,0,8,0,72,0,0,0,3,0,34,3,0,189,2,0,310,2,0,16,1,0,0,0,0,0,0,0,0,338,0,7000,7000,6999,7000,265,7000,275,7000,7000,7000,5,7000,5,55,7000,55,5,7000,10,275,7000,310,545,7000,6999,7000,6999,7000,7000,6999,7000,0,0,1724,27
523,1,0,41,0,0,0,30,0,778,1,0,587,5,0,363,2,0,28,2,0,60,5,0,44,2,0,16,4,0,2,0,0,0,496,7000,15,7000,6999,7000,0,7000,5,0,7000,5,5,7000,105,5,7000,340,5,7000,315,5,7000,580,415,7000,544,445,6999,555,7000,6999,7000,0,0,3278,38
524,2,4,0,0,2,56,19,16,367,33,0,42,2,0,165,2,0,195,3,0,412,1,0,169,1,1,23,0,1,0,0,1,0,373,130,7000,7000,129,160,0,350,0,0,7000,0,30,7000,30,30,7000,30,0,7000,25,105,7000,105,155,130,149,7000,129,7000,7000,129,7000,0,0,3265,31
525,0,52,0,0,0,0,59,0,516,15,0,386,2,0,9,5,0,1049,6,0,114,1,0,49,0,0,0,0,0,0,0,0,0,924,0,7000,7000,6999,7000,255,7000,260,20,7000,20,170,7000,190,0,7000,0,100,7000,115,365,7000,420,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2687,46
526,0,29,1,1,0,0,42,2,464,12,0,132,2,0,139,3,0,188,3,0,115,1,0,1,1,1,43,0,0,0,0,0,0,447,0,190,5,6999,7000,0,1050,5,145,7000,150,0,7000,35,220,7000,225,330,7000,385,330,7000,550,5,430,339,7000,6999,7000,7000,6999,7000,0,0,1495,19
527,0,18,1,1,0,0,15,24,719,4,7,285,2,3,127,3,0,52,1,2,554,1,0,32,1,0,1,1,0,6,2,0,0,467,0,205,745,6999,7000,0,435,0,270,370,300,50,350,50,720,7000,765,0,540,0,250,7000,275,860,7000,1174,295,6999,555,185,6999,7000,0,0,2091,37
528,0,4,1,0,0,0,3,0,231,4,0,147,0,0,0,1,0,2,27,0,179,0,0,0,1,0,15,0,0,0,0,0,0,293,0,350,7000,6999,7000,0,7000,10,45,7000,55,7000,7000,7000,175,7000,315,40,7000,55,7000,7000,7000,255,7000,259,7000,6999,7000,7000,6999,7000,0,0,1254,38
529,1,0,3,3,0,43,25,0,318,18,0,132,1,0,464,6,0,407,1,0,86,0,0,0,0,0,0,0,0,0,1,0,60,947,7000,480,0,6999,325,50,7000,55,50,7000,60,0,7000,5,95,7000,95,500,7000,505,7000,7000,7000,7000,7000,6999,7000,6999,7000,235,6999,255,0,0,2202,43
530,2,43,1,0,1,0,85,0,899,63,0,327,13,0,49,5,0,1527,2,0,120,3,1,115,2,1,45,0,1,2,0,1,0,1476,125,485,7000,4,7000,5,7000,5,5,7000,10,5,7000,80,0,7000,0,0,7000,0,55,5,60,205,5,219,7000,4,225,7000,4,7000,0,0,4084,38
531,1,0,0,1,0,0,7,0,108,1,0,6,3,0,61,2,0,235,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,203,7000,7000,270,6999,7000,50,7000,50,205,7000,210,160,7000,170,0,7000,5,7000,7000,7000,7000,7000,7000,270,7000,6999,270,6999,7000,270,6999,7000,0,0,1629,24
532,1,0,7,1,0,1,138,0,276,22,0,231,3,0,80,6,0,384,2,0,184,4,0,228,7,2,147,1,0,1,2,0,4,1386,7000,930,5,6999,2230,0,7000,145,0,7000,5,0,7000,5,90,7000,90,280,7000,285,280,7000,350,5,275,344,820,6999,2230,220,6999,340,0,0,1556,40
533,1,2,8,1,0,0,24,0,86,2,0,1,1,0,572,3,0,141,10,0,386,3,0,0,1,0,0,1,0,0,2,0,0,395,375,10,5,6999,7000,0,7000,60,0,7000,170,0,7000,5,0,7000,315,0,7000,10,0,7000,7000,0,7000,6999,5,6999,7000,0,6999,7000,0,0,2861,34
534,0,11,0,0,0,0,49,0,958,11,0,255,3,0,49,4,1,848,4,1,484,1,0,1,1,0,25,0,0,0,0,0,0,472,0,7000,7000,6999,7000,40,7000,40,0,7000,0,165,7000,215,100,535,100,0,1070,0,535,7000,790,270,7000,279,7000,6999,7000,7000,6999,7000,0,0,3009,33
535,2,15,2,0,0,0,23,12,748,5,3,58,6,3,189,0,0,0,5,0,835,4,0,9,0,0,0,0,0,0,0,0,0,942,125,845,7000,6999,7000,5,410,5,5,905,150,5,1025,430,7000,7000,7000,5,7000,10,5,7000,840,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2672,33
536,0,2,0,1,0,0,20,0,461,3,0,369,4,0,165,8,0,207,1,0,0,1,0,41,1,0,0,1,0,0,0,0,0,376,0,7000,5,6999,7000,0,7000,0,0,7000,5,0,7000,80,5,7000,55,5,7000,7000,0,7000,300,0,7000,6999,230,6999,7000,7000,6999,7000,0,0,3299,37
537,2,42,1,0,0,0,22,0,347,3,0,67,1,0,9,1,0,16,4,0,398,0,0,0,0,0,0,0,0,0,0,0,0,920,125,245,7000,6999,7000,60,7000,60,5,7000,5,115,7000,115,145,7000,150,0,7000,5,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2849,24
538,2,12,1,0,0,0,26,14,537,2,0,71,1,0,0,0,0,0,3,0,724,4,0,0,0,0,0,0,0,0,0,0,0,657,170,5,7000,6999,7000,0,575,5,5,7000,55,5,7000,7000,7000,7000,7000,5,7000,5,5,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,3106,34
539,1,0,1,0,0,0,1,0,197,97,0,878,50,0,177,7,0,876,8,0,854,3,0,150,2,0,47,3,0,122,3,0,7,751,7000,800,7000,6999,7000,0,7000,0,0,7000,0,0,7000,85,0,7000,0,0,7000,155,35,7000,140,390,7000,644,140,6999,290,135,6999,330,0,0,3127,36
540,2,28,8,0,0,0,3,0,523,2,0,22,5,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,155,5,7000,6999,7000,0,7000,5,0,7000,85,80,7000,125,340,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,1971,26
541,1,0,0,1,0,4,91,4,958,28,4,189,5,0,520,3,0,310,1,0,159,0,0,0,2,0,158,2,0,0,2,0,0,707,7000,7000,710,6999,880,0,375,0,0,610,10,0,7000,105,0,7000,15,465,7000,480,7000,7000,7000,0,7000,249,0,6999,7000,0,6999,7000,0,0,2479,28
542,0,14,0,2,0,378,37,0,269,3,0,110,5,0,327,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,7000,0,6999,10,110,7000,110,45,7000,45,155,7000,155,240,7000,245,7000,7000,7000,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,1880,28
543,0,8,0,0,0,0,40,0,490,3,0,38,8,0,430,3,0,0,2,0,405,0,0,0,0,0,0,0,0,0,0,0,0,292,0,7000,7000,6999,7000,0,7000,5,0,7000,460,0,7000,80,0,7000,7000,0,7000,5,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2881,32
544,0,24,1,0,0,0,29,0,128,1,0,0,4,0,59,5,0,386,2,0,413,1,0,108,0,0,0,0,0,0,0,0,0,590,0,690,7000,6999,7000,275,7000,285,295,7000,7000,0,7000,5,55,7000,55,5,7000,5,350,7000,405,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,1645,23
545,2,25,0,0,0,0,12,48,282,5,0,110,9,0,174,4,0,197,1,0,531,1,0,202,1,0,11,1,0,0,0,0,0,1121,125,7000,7000,6999,7000,210,255,225,65,7000,75,0,7000,5,125,7000,130,0,7000,5,100,7000,105,325,7000,329,325,6999,7000,7000,6999,7000,0,0,3002,38
546,1,0,0,0,0,0,53,0,336,20,0,127,5,0,760,3,0,532,2,0,56,1,0,464,1,0,35,1,0,0,0,0,0,558,7000,7000,7000,6999,7000,20,7000,50,115,7000,145,55,7000,60,180,7000,185,240,7000,240,0,7000,0,440,7000,444,825,6999,7000,7000,6999,7000,0,0,3424,38
547,0,95,2,1,0,38,30,0,317,5,0,703,4,0,931,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,3,0,42,603,0,40,0,6999,15,100,7000,105,45,7000,170,45,7000,55,330,7000,7000,330,7000,7000,330,7000,7000,330,7000,6999,330,6999,7000,0,6999,240,0,0,2705,33
